project_id,project_name,client_id,bu_id,region_id,pm_id,billing_model,start_date,end_date,bill_rate_usd_per_hr,fixed_fee_total_usd,status
PR00829,Facilitate Bricks-And-Clicks Technologies,CL00122,BU00003,RG00002,PM00025,T&M,2024-05-30,2025-05-30,146.0,,Active
PR00830,Engineer Collaborative Schemas,CL00249,BU00001,RG00003,PM00053,T&M,2023-12-06,2024-09-06,112.0,,Active
PR00831,Embrace Cross-Media Systems,CL00052,BU00004,RG00001,PM00023,Retainer,2023-01-14,2024-01-14,122.0,,On Hold
PR00832,Productize Interactive Paradigms,CL00222,BU00008,RG00006,PM00042,Retainer,2024-01-09,2024-10-09,126.0,,Completed
PR00833,Synergize One-To-One Architectures,CL00110,BU00007,RG00001,PM00078,Fixed Fee,2024-05-13,2024-08-13,,370504.0,Active
PR00834,Incubate Front-End Web-Readiness,CL00081,BU00007,RG00005,PM00074,Fixed Fee,2024-02-03,2024-04-03,,716487.0,Active
PR00835,Transition Out-Of-The-Box Mindshare,CL00225,BU00001,RG00005,PM00014,T&M,2025-03-13,2025-09-13,137.0,,Completed
PR00836,Grow Holistic Paradigms,CL00011,BU00004,RG00005,PM00069,T&M,2025-03-01,2025-09-01,115.0,,Active
PR00837,Productize Dynamic Vortals,CL00143,BU00007,RG00005,PM00007,T&M,2024-04-05,2025-04-05,99.0,,Active
PR00838,Evolve Mission-Critical Communities,CL00227,BU00005,RG00003,PM00060,T&M,2025-03-09,2025-12-31,96.0,,Active
PR00839,Incubate Clicks-And-Mortar Functionalities,CL00236,BU00001,RG00006,PM00067,Retainer,2025-04-15,2025-10-15,136.0,,Active
PR00840,Architect Killer Methodologies,CL00166,BU00008,RG00001,PM00065,T&M,2023-04-12,2024-01-12,109.0,,Completed
PR00841,E-Enable Sticky E-Tailers,CL00241,BU00003,RG00004,PM00053,T&M,2024-10-20,2025-04-20,121.0,,Active
PR00842,E-Enable User-Centric Experiences,CL00117,BU00004,RG00004,PM00012,T&M,2025-04-15,2025-12-31,102.0,,Active
PR00843,Extend B2C Web-Readiness,CL00233,BU00003,RG00006,PM00016,T&M,2023-04-23,2024-04-23,108.0,,Active
PR00844,Unleash Open-Source Paradigms,CL00163,BU00006,RG00001,PM00068,Fixed Fee,2024-12-14,2025-03-14,,336280.0,Active
PR00845,Optimize Scalable Roi,CL00250,BU00003,RG00004,PM00071,T&M,2023-05-16,2024-02-16,155.0,,Completed
PR00846,Engage Intuitive Networks,CL00234,BU00006,RG00005,PM00020,T&M,2024-01-27,2025-01-27,122.0,,Active
PR00847,Redefine Back-End E-Markets,CL00197,BU00001,RG00004,PM00040,T&M,2023-12-20,2024-09-20,85.0,,Completed
PR00848,Grow Wireless E-Commerce,CL00115,BU00005,RG00006,PM00024,T&M,2024-08-25,2025-08-25,98.0,,Active
PR00849,Utilize Integrated Methodologies,CL00052,BU00001,RG00005,PM00033,T&M,2024-05-06,2024-08-06,119.0,,Active
PR00850,Incubate Clicks-And-Mortar Experiences,CL00128,BU00001,RG00005,PM00064,T&M,2023-07-03,2024-07-03,127.0,,Active
PR00851,Optimize Revolutionary Partnerships,CL00122,BU00008,RG00004,PM00057,T&M,2025-08-18,2025-12-31,111.0,,Active
PR00852,Re-Contextualize Sticky Technologies,CL00063,BU00005,RG00005,PM00072,Retainer,2024-07-09,2024-10-09,84.0,,Active
PR00853,Expedite E-Business Technologies,CL00048,BU00003,RG00001,PM00045,T&M,2024-04-13,2025-01-13,140.0,,Completed
PR00854,Synergize Impactful Web Services,CL00171,BU00005,RG00003,PM00012,T&M,2024-11-10,2025-05-10,96.0,,Active
PR00855,Syndicate Granular Users,CL00046,BU00003,RG00006,PM00037,Fixed Fee,2023-02-17,2023-11-17,,225501.0,Active
PR00856,Enable Impactful Users,CL00153,BU00003,RG00004,PM00075,T&M,2023-12-08,2024-06-08,114.0,,Active
PR00857,Whiteboard B2B Content,CL00197,BU00005,RG00003,PM00048,Retainer,2024-04-03,2025-01-03,80.0,,Completed
PR00858,Implement B2B Initiatives,CL00195,BU00007,RG00005,PM00009,T&M,2024-08-02,2025-02-02,99.0,,Active
PR00859,Implement Impactful Users,CL00178,BU00005,RG00003,PM00068,T&M,2023-03-06,2023-06-06,97.0,,Active
PR00860,Evolve Extensible E-Tailers,CL00054,BU00001,RG00001,PM00074,Fixed Fee,2025-04-30,2025-12-31,,136225.0,Active
PR00861,Architect Transparent Experiences,CL00023,BU00008,RG00006,PM00078,Retainer,2024-06-18,2024-08-18,147.0,,On Hold
PR00862,Orchestrate Granular Roi,CL00074,BU00007,RG00005,PM00041,T&M,2025-03-07,2025-12-31,63.0,,Active
PR00863,Re-Intermediate Dot-Com Solutions,CL00160,BU00006,RG00002,PM00079,Fixed Fee,2023-12-09,2024-06-09,,150582.0,Active
PR00864,Reinvent Scalable Schemas,CL00162,BU00008,RG00004,PM00024,Retainer,2023-06-28,2023-12-28,86.0,,Active
PR00865,Visualize Intuitive Technologies,CL00075,BU00004,RG00001,PM00016,T&M,2024-12-17,2025-09-17,112.0,,Active
PR00866,Morph Mission-Critical Solutions,CL00031,BU00004,RG00005,PM00054,T&M,2023-04-15,2023-05-15,96.0,,Active
PR00867,Synthesize Open-Source Convergence,CL00144,BU00004,RG00001,PM00026,Fixed Fee,2025-06-20,2025-12-31,,437163.0,Active
PR00868,Repurpose Web-Enabled Platforms,CL00018,BU00005,RG00003,PM00065,T&M,2023-07-19,2023-10-19,130.0,,Completed
PR00869,Re-Intermediate Innovative Solutions,CL00030,BU00006,RG00003,PM00051,Fixed Fee,2024-03-18,2025-03-18,,388909.0,Active
PR00870,Synthesize Customized Supply-Chains,CL00008,BU00003,RG00002,PM00043,Retainer,2024-05-08,2024-08-08,135.0,,Completed
PR00871,Repurpose Extensible Applications,CL00123,BU00008,RG00001,PM00018,T&M,2025-08-15,2025-12-31,104.0,,Active
PR00872,Maximize Bricks-And-Clicks Vortals,CL00229,BU00006,RG00004,PM00053,Retainer,2023-08-25,2024-05-25,136.0,,Active
PR00873,Leverage Clicks-And-Mortar Vortals,CL00134,BU00005,RG00005,PM00041,Fixed Fee,2024-10-27,2025-04-27,,211623.0,Active
PR00874,Generate Magnetic Experiences,CL00148,BU00006,RG00003,PM00009,Retainer,2024-01-18,2024-04-18,124.0,,Active
PR00875,Empower Bricks-And-Clicks Channels,CL00008,BU00006,RG00004,PM00069,Retainer,2024-11-08,2025-05-08,100.0,,Active
PR00876,Matrix Compelling Bandwidth,CL00100,BU00003,RG00005,PM00015,Retainer,2024-05-30,2025-02-28,109.0,,Completed
PR00877,Seize Extensible Models,CL00181,BU00006,RG00006,PM00005,T&M,2024-11-22,2025-01-22,117.0,,Active
PR00878,Transform Virtual Experiences,CL00225,BU00004,RG00003,PM00058,Retainer,2025-05-06,2025-11-06,99.0,,Active
PR00879,Evolve Efficient Channels,CL00135,BU00005,RG00002,PM00015,T&M,2025-07-31,2025-12-31,110.0,,Active
PR00880,Aggregate Back-End Functionalities,CL00052,BU00002,RG00004,PM00065,T&M,2025-04-16,2025-12-31,77.0,,Active
PR00881,Drive Intuitive Web-Readiness,CL00129,BU00003,RG00002,PM00044,Retainer,2023-04-29,2024-04-29,118.0,,Active
PR00882,Whiteboard Proactive Applications,CL00135,BU00005,RG00003,PM00019,Fixed Fee,2025-02-26,2025-03-26,,146418.0,Active
PR00883,Strategize Killer Paradigms,CL00241,BU00003,RG00002,PM00005,T&M,2025-06-18,2025-09-18,152.0,,Active
PR00884,Morph Collaborative Experiences,CL00134,BU00002,RG00001,PM00040,Retainer,2025-05-06,2025-12-31,95.0,,Active
PR00885,Disintermediate Impactful E-Services,CL00153,BU00002,RG00003,PM00060,Retainer,2023-08-19,2025-02-19,120.0,,Active
PR00886,Drive Distributed Channels,CL00197,BU00005,RG00001,PM00074,Fixed Fee,2025-07-04,2025-12-31,,361402.0,Active
PR00887,Deliver E-Business Interfaces,CL00054,BU00006,RG00002,PM00025,T&M,2024-12-22,2025-03-22,145.0,,Active
PR00888,Deliver Value-Added Web Services,CL00198,BU00008,RG00006,PM00016,T&M,2024-07-19,2025-07-19,90.0,,Active
PR00889,Iterate Frictionless Mindshare,CL00030,BU00001,RG00005,PM00072,T&M,2024-01-07,2024-07-07,113.0,,Active
PR00890,Grow Granular Roi,CL00090,BU00006,RG00003,PM00019,Retainer,2023-08-07,2024-02-07,90.0,,Completed
PR00891,Maximize B2B Info-Mediaries,CL00147,BU00004,RG00002,PM00010,T&M,2025-05-29,2025-12-31,137.0,,Completed
PR00892,Integrate Magnetic Models,CL00139,BU00008,RG00001,PM00017,T&M,2024-07-11,2025-01-11,76.0,,Completed
PR00893,Optimize Back-End Relationships,CL00013,BU00002,RG00004,PM00007,T&M,2023-12-27,2024-12-27,69.0,,Active
PR00894,Integrate Best-Of-Breed Deliverables,CL00181,BU00008,RG00005,PM00046,T&M,2023-12-30,2024-09-30,96.0,,Completed
PR00895,Synergize Collaborative Bandwidth,CL00183,BU00002,RG00004,PM00073,T&M,2024-07-15,2025-01-15,92.0,,Completed
PR00896,Integrate World-Class Platforms,CL00236,BU00008,RG00001,PM00059,T&M,2023-03-14,2023-09-14,97.0,,Active
PR00897,Whiteboard Efficient Portals,CL00197,BU00008,RG00004,PM00030,Retainer,2025-03-20,2025-12-20,92.0,,Active
PR00898,Incubate Virtual Architectures,CL00230,BU00005,RG00003,PM00051,T&M,2025-06-17,2025-08-17,129.0,,Completed
PR00899,Disintermediate Intuitive Deliverables,CL00085,BU00006,RG00004,PM00063,T&M,2024-08-11,2025-08-11,92.0,,Active
PR00900,Synergize Magnetic Deliverables,CL00090,BU00008,RG00004,PM00022,T&M,2024-01-26,2024-04-26,82.0,,Active
PR00901,Seize Cross-Media Models,CL00148,BU00003,RG00005,PM00014,T&M,2024-09-22,2025-03-22,56.0,,Active
PR00902,Matrix Clicks-And-Mortar Mindshare,CL00028,BU00006,RG00005,PM00010,Fixed Fee,2025-01-18,2025-07-18,,332089.0,Active
PR00903,Grow Frictionless E-Services,CL00103,BU00007,RG00002,PM00080,T&M,2023-08-04,2023-11-04,81.0,,Active
PR00904,Deliver Efficient E-Tailers,CL00124,BU00007,RG00001,PM00044,T&M,2023-04-30,2023-10-30,104.0,,Active
PR00905,Reinvent Granular Relationships,CL00111,BU00007,RG00005,PM00044,T&M,2023-08-22,2024-05-22,74.0,,Active
PR00906,Unleash 24/7 Web Services,CL00170,BU00002,RG00006,PM00074,Retainer,2025-07-24,2025-12-31,133.0,,Active
PR00907,Deploy Open-Source Initiatives,CL00153,BU00008,RG00003,PM00072,T&M,2023-12-24,2024-12-24,100.0,,Active
PR00908,Innovate Compelling Info-Mediaries,CL00079,BU00007,RG00001,PM00077,T&M,2025-01-18,2025-10-18,121.0,,Completed
PR00909,Benchmark Granular Experiences,CL00198,BU00007,RG00003,PM00064,Fixed Fee,2023-11-24,2024-01-24,,361572.0,Active
PR00910,Utilize Interactive Paradigms,CL00056,BU00003,RG00005,PM00001,Fixed Fee,2024-09-30,2024-11-30,,387768.0,Active
PR00911,Maximize Granular Channels,CL00116,BU00005,RG00004,PM00079,Fixed Fee,2023-07-18,2024-01-18,,313744.0,Active
PR00912,Deliver Revolutionary Networks,CL00175,BU00006,RG00003,PM00073,Fixed Fee,2025-09-04,2025-12-31,,203727.0,Active
PR00913,Streamline Frictionless Portals,CL00236,BU00007,RG00006,PM00045,Retainer,2023-08-17,2024-02-17,74.0,,Active
PR00914,Mesh Wireless Metrics,CL00157,BU00007,RG00002,PM00038,T&M,2023-10-07,2023-11-07,75.0,,Completed
PR00915,Whiteboard Vertical Web Services,CL00248,BU00001,RG00001,PM00072,Retainer,2025-05-25,2025-08-25,112.0,,Active
PR00916,Evolve Killer Systems,CL00221,BU00005,RG00001,PM00031,T&M,2024-03-16,2024-12-16,70.0,,Active
PR00917,Syndicate Compelling Communities,CL00161,BU00006,RG00006,PM00049,T&M,2025-07-31,2025-12-31,137.0,,Active
PR00918,E-Enable Transparent Metrics,CL00055,BU00003,RG00004,PM00018,T&M,2023-12-07,2024-02-07,50.0,,Active
PR00919,Generate Viral E-Business,CL00237,BU00006,RG00004,PM00020,T&M,2023-08-10,2024-08-10,123.0,,Completed
PR00920,Morph Frictionless Methodologies,CL00033,BU00003,RG00001,PM00010,Fixed Fee,2025-03-04,2025-05-04,,288307.0,Active
PR00921,Re-Contextualize Ubiquitous Metrics,CL00227,BU00008,RG00006,PM00056,Retainer,2024-06-16,2024-12-16,120.0,,Active
PR00922,Optimize Bleeding-Edge Architectures,CL00036,BU00007,RG00004,PM00078,Retainer,2025-07-06,2025-10-06,131.0,,Active
PR00923,Enable Sticky Web-Readiness,CL00117,BU00007,RG00005,PM00058,T&M,2024-08-21,2024-11-21,50.0,,Active
PR00924,Mesh Next-Generation Eyeballs,CL00109,BU00001,RG00005,PM00064,Retainer,2023-11-11,2023-12-11,175.0,,Active
PR00925,Transform Virtual Info-Mediaries,CL00129,BU00005,RG00004,PM00070,Fixed Fee,2025-07-29,2025-12-31,,375735.0,Active
PR00926,Expedite Robust Users,CL00010,BU00008,RG00006,PM00048,T&M,2025-08-12,2025-09-12,117.0,,Active
PR00927,Engineer 24/7 Infrastructures,CL00177,BU00002,RG00002,PM00068,Retainer,2025-02-20,2025-12-31,119.0,,On Hold
PR00928,Repurpose End-To-End Metrics,CL00200,BU00005,RG00004,PM00067,T&M,2025-01-19,2025-07-19,137.0,,Completed
PR00929,Transition Clicks-And-Mortar Methodologies,CL00023,BU00004,RG00004,PM00010,Fixed Fee,2025-04-17,2025-10-17,,205358.0,Active
PR00930,Mesh Next-Generation Relationships,CL00149,BU00005,RG00005,PM00007,Retainer,2024-11-01,2025-11-01,89.0,,Active
PR00931,Scale Cutting-Edge E-Services,CL00003,BU00008,RG00004,PM00066,Retainer,2023-03-09,2023-09-09,103.0,,Active
PR00932,Generate Enterprise Convergence,CL00085,BU00007,RG00003,PM00038,T&M,2025-01-18,2025-10-18,94.0,,Active
PR00933,Exploit Mission-Critical E-Commerce,CL00237,BU00005,RG00006,PM00073,T&M,2025-07-04,2025-12-31,102.0,,Active
PR00934,Morph Compelling E-Services,CL00149,BU00003,RG00005,PM00007,Fixed Fee,2023-07-27,2025-01-27,,342956.0,Active
PR00935,Envisioneer Transparent Portals,CL00189,BU00001,RG00003,PM00063,T&M,2023-05-11,2023-08-11,78.0,,Active
PR00936,Implement Clicks-And-Mortar Networks,CL00218,BU00005,RG00003,PM00017,Fixed Fee,2023-10-21,2023-11-21,,80834.0,Active
PR00937,Embrace Clicks-And-Mortar Architectures,CL00066,BU00001,RG00006,PM00015,Fixed Fee,2025-03-22,2025-12-31,,395200.0,Completed
PR00938,Scale Turn-Key E-Markets,CL00190,BU00003,RG00006,PM00058,T&M,2023-11-16,2023-12-16,126.0,,Active
PR00939,Transform B2C E-Commerce,CL00201,BU00004,RG00004,PM00024,Fixed Fee,2024-07-16,2025-01-16,,476951.0,Completed
PR00940,Morph Back-End Users,CL00088,BU00002,RG00002,PM00077,Retainer,2025-06-28,2025-07-28,121.0,,Active
PR00941,Maximize Bricks-And-Clicks E-Business,CL00127,BU00007,RG00004,PM00031,Fixed Fee,2024-10-19,2025-10-19,,343610.0,Active
PR00942,Innovate Impactful E-Tailers,CL00043,BU00004,RG00005,PM00045,T&M,2024-03-04,2024-09-04,120.0,,Active
PR00943,Engage Compelling Roi,CL00210,BU00002,RG00001,PM00022,T&M,2024-10-03,2025-07-03,91.0,,Active
PR00944,Engage Compelling Portals,CL00122,BU00004,RG00004,PM00050,T&M,2024-07-29,2024-10-29,117.0,,Active
PR00945,Maximize Cross-Media Interfaces,CL00223,BU00007,RG00001,PM00037,Retainer,2024-04-21,2025-10-21,123.0,,Active
PR00946,Iterate 24/7 E-Services,CL00174,BU00006,RG00005,PM00006,T&M,2023-08-03,2024-05-03,114.0,,Active
PR00947,Generate Granular Platforms,CL00091,BU00007,RG00005,PM00035,T&M,2024-11-24,2025-08-24,107.0,,Active
PR00948,Deliver Wireless Supply-Chains,CL00026,BU00005,RG00006,PM00075,T&M,2023-11-30,2024-11-30,88.0,,Completed
PR00949,Re-Intermediate Scalable Communities,CL00192,BU00004,RG00006,PM00076,Fixed Fee,2025-05-05,2025-08-05,,146892.0,Active
PR00950,Whiteboard Clicks-And-Mortar Infrastructures,CL00174,BU00003,RG00003,PM00071,T&M,2024-08-27,2025-02-27,110.0,,Active
PR00951,Syndicate User-Centric Infrastructures,CL00018,BU00001,RG00004,PM00013,T&M,2023-08-14,2023-11-14,115.0,,Active
PR00952,Morph Magnetic Relationships,CL00090,BU00004,RG00006,PM00037,T&M,2023-04-10,2023-10-10,122.0,,Active
PR00953,Expedite Robust Architectures,CL00159,BU00002,RG00001,PM00077,Fixed Fee,2023-05-05,2024-05-05,,85217.0,Completed
PR00954,Re-Intermediate Front-End Metrics,CL00244,BU00002,RG00006,PM00016,T&M,2024-09-14,2024-12-14,114.0,,Active
PR00955,Revolutionize Virtual Functionalities,CL00097,BU00003,RG00001,PM00024,T&M,2023-03-31,2023-09-30,89.0,,Active
PR00956,Grow Value-Added Solutions,CL00240,BU00002,RG00006,PM00059,Retainer,2025-02-06,2025-11-06,121.0,,Active
PR00957,Envisioneer Dynamic Paradigms,CL00110,BU00006,RG00003,PM00021,Fixed Fee,2025-03-15,2025-06-15,,330576.0,Active
PR00958,Deliver Bleeding-Edge E-Business,CL00016,BU00007,RG00004,PM00043,Retainer,2025-07-20,2025-12-31,92.0,,Active
PR00959,Innovate Robust Relationships,CL00209,BU00005,RG00002,PM00057,T&M,2023-09-21,2023-11-21,86.0,,On Hold
PR00960,Visualize Clicks-And-Mortar Communities,CL00052,BU00007,RG00002,PM00063,T&M,2024-01-07,2024-07-07,118.0,,Active
PR00961,Empower Wireless Convergence,CL00111,BU00004,RG00005,PM00014,Retainer,2023-05-15,2023-06-15,79.0,,Active
PR00962,Strategize 24/365 Deliverables,CL00027,BU00001,RG00001,PM00010,Fixed Fee,2024-09-05,2025-09-05,,359780.0,Active
PR00963,Extend Innovative Infrastructures,CL00115,BU00001,RG00004,PM00020,Fixed Fee,2023-01-24,2024-07-24,,346694.0,Active
PR00964,Envisioneer Cross-Media Convergence,CL00010,BU00007,RG00003,PM00020,Fixed Fee,2025-05-03,2025-12-31,,341870.0,Completed
PR00965,Enhance Dynamic Bandwidth,CL00148,BU00001,RG00005,PM00063,T&M,2024-03-05,2025-03-05,107.0,,Active
PR00966,Maximize Clicks-And-Mortar Portals,CL00187,BU00002,RG00005,PM00029,T&M,2024-09-19,2024-11-19,109.0,,On Hold
PR00967,Deploy Sticky Schemas,CL00210,BU00008,RG00001,PM00073,T&M,2023-09-29,2024-09-29,64.0,,On Hold
PR00968,Deliver Distributed Supply-Chains,CL00086,BU00005,RG00004,PM00008,Fixed Fee,2023-04-23,2024-01-23,,449339.0,On Hold
PR00969,Exploit Dot-Com Users,CL00024,BU00006,RG00005,PM00044,T&M,2023-07-01,2024-07-01,136.0,,Active
PR00970,Morph Visionary Architectures,CL00197,BU00005,RG00006,PM00026,T&M,2025-06-12,2025-12-31,116.0,,Active
PR00971,Syndicate Interactive Supply-Chains,CL00099,BU00004,RG00003,PM00050,Retainer,2025-05-24,2025-12-31,154.0,,Active
PR00972,Innovate Ubiquitous Applications,CL00092,BU00008,RG00001,PM00057,Fixed Fee,2024-12-13,2025-06-13,,40104.0,Active
PR00973,Syndicate One-To-One Portals,CL00050,BU00001,RG00006,PM00076,T&M,2023-02-12,2024-08-12,104.0,,Active
PR00974,Synergize Magnetic Methodologies,CL00203,BU00005,RG00004,PM00069,Retainer,2023-04-15,2023-10-15,125.0,,Completed
PR00975,Exploit Turn-Key E-Markets,CL00248,BU00001,RG00001,PM00044,T&M,2023-12-24,2024-09-24,108.0,,Completed
PR00976,Mesh Value-Added Portals,CL00011,BU00007,RG00001,PM00028,Retainer,2024-07-02,2025-04-02,83.0,,Active
PR00977,Envisioneer E-Business Interfaces,CL00118,BU00003,RG00006,PM00075,T&M,2024-01-21,2025-07-21,110.0,,Active
PR00978,Optimize Virtual Info-Mediaries,CL00189,BU00003,RG00004,PM00003,T&M,2024-06-15,2025-03-15,135.0,,Completed
PR00979,Seize Killer Networks,CL00012,BU00004,RG00006,PM00017,T&M,2024-05-02,2024-08-02,120.0,,Active
PR00980,Reinvent Dynamic Models,CL00232,BU00005,RG00001,PM00059,Fixed Fee,2024-02-22,2024-11-22,,118027.0,Completed
PR00981,Incentivize Web-Enabled Portals,CL00017,BU00002,RG00001,PM00064,Fixed Fee,2023-11-07,2024-05-07,,321053.0,Active
PR00982,Enhance 24/365 Action-Items,CL00017,BU00004,RG00004,PM00044,Retainer,2023-11-18,2024-01-18,148.0,,On Hold
PR00983,Seize B2C Platforms,CL00174,BU00007,RG00003,PM00016,Retainer,2025-08-18,2025-12-31,85.0,,Active
PR00984,Redefine Strategic Methodologies,CL00036,BU00006,RG00002,PM00006,Fixed Fee,2023-07-06,2024-01-06,,77347.0,Active
PR00985,Re-Intermediate Clicks-And-Mortar Users,CL00031,BU00005,RG00002,PM00054,T&M,2025-02-04,2025-05-04,113.0,,Active
PR00986,Iterate Compelling Relationships,CL00043,BU00008,RG00002,PM00075,T&M,2023-03-07,2023-12-07,98.0,,Active
PR00987,Harness Rich Networks,CL00217,BU00007,RG00002,PM00003,Retainer,2025-08-22,2025-09-22,89.0,,Active
PR00988,Synthesize Viral Mindshare,CL00002,BU00003,RG00001,PM00076,Retainer,2024-03-02,2024-12-02,81.0,,Active
PR00989,Strategize Magnetic Networks,CL00207,BU00008,RG00006,PM00017,T&M,2024-03-11,2025-03-11,105.0,,Active
PR00990,Streamline Cutting-Edge Info-Mediaries,CL00134,BU00008,RG00004,PM00031,Retainer,2023-07-19,2024-07-19,132.0,,Active
PR00991,Integrate Cross-Media Interfaces,CL00010,BU00003,RG00006,PM00064,Fixed Fee,2025-04-20,2025-12-31,,261216.0,Active
PR00992,Target 24/7 Deliverables,CL00212,BU00005,RG00003,PM00054,T&M,2023-09-29,2024-03-29,97.0,,Active
PR00993,Harness Value-Added Synergies,CL00031,BU00002,RG00005,PM00047,Retainer,2024-12-15,2025-12-31,118.0,,On Hold
PR00994,Synergize Mission-Critical Vortals,CL00130,BU00004,RG00004,PM00027,T&M,2023-11-24,2025-05-24,104.0,,Active
PR00995,Re-Intermediate Back-End Roi,CL00204,BU00003,RG00006,PM00061,T&M,2024-07-15,2024-08-15,93.0,,Active
PR00996,Morph Web-Enabled Niches,CL00237,BU00001,RG00001,PM00047,T&M,2025-05-02,2025-11-02,97.0,,Active
PR00997,Re-Intermediate Cross-Platform Relationships,CL00086,BU00008,RG00001,PM00014,Fixed Fee,2025-01-02,2025-03-02,,180577.0,Completed
PR00998,Synthesize Cutting-Edge E-Tailers,CL00046,BU00003,RG00001,PM00063,T&M,2023-10-13,2024-10-13,79.0,,Active
PR00999,Scale Out-Of-The-Box Relationships,CL00061,BU00008,RG00005,PM00075,T&M,2024-10-13,2025-01-13,100.0,,Active
PR01000,Empower Customized Roi,CL00174,BU00006,RG00002,PM00015,T&M,2024-09-14,2025-03-14,98.0,,Active
PR01001,Enable Bleeding-Edge Platforms,CL00189,BU00007,RG00002,PM00049,Retainer,2025-06-06,2025-09-06,100.0,,Active
PR01002,Exploit Web-Enabled Schemas,CL00150,BU00008,RG00001,PM00056,T&M,2024-02-24,2024-08-24,109.0,,Completed
PR01003,Iterate Enterprise Solutions,CL00117,BU00003,RG00004,PM00048,T&M,2024-11-02,2025-02-02,143.0,,Active
PR01004,Exploit B2C Info-Mediaries,CL00162,BU00006,RG00003,PM00026,T&M,2023-08-15,2023-10-15,114.0,,Active
PR01005,Reinvent Next-Generation Models,CL00146,BU00001,RG00003,PM00018,T&M,2023-01-16,2023-03-16,74.0,,Active
PR01006,Productize Turn-Key Models,CL00108,BU00003,RG00003,PM00029,Retainer,2023-07-28,2024-01-28,107.0,,Active
PR01007,Morph Scalable Interfaces,CL00203,BU00003,RG00005,PM00071,Retainer,2024-04-11,2024-07-11,80.0,,Active
PR01008,Scale Granular Markets,CL00220,BU00008,RG00002,PM00076,T&M,2023-06-03,2024-06-03,155.0,,Active
PR01009,Transition Dot-Com Info-Mediaries,CL00004,BU00007,RG00006,PM00032,T&M,2023-12-01,2024-12-01,99.0,,Active
PR01010,Transform Customized Supply-Chains,CL00057,BU00003,RG00005,PM00001,T&M,2025-09-05,2025-12-31,103.0,,Active
PR01011,Disintermediate Bricks-And-Clicks Schemas,CL00121,BU00001,RG00004,PM00068,T&M,2024-02-08,2024-05-08,152.0,,Completed
PR01012,Re-Contextualize Dot-Com Convergence,CL00179,BU00002,RG00004,PM00064,T&M,2025-05-16,2025-11-16,141.0,,Active
PR01013,Deploy 24/7 Convergence,CL00004,BU00007,RG00002,PM00017,T&M,2023-01-31,2023-07-31,103.0,,Active
PR01014,Aggregate Virtual Technologies,CL00024,BU00001,RG00004,PM00040,T&M,2025-07-29,2025-12-31,149.0,,Active
PR01015,Harness Holistic Systems,CL00147,BU00001,RG00004,PM00060,Fixed Fee,2024-07-05,2024-09-05,,61733.0,Completed
PR01016,Synergize Front-End Bandwidth,CL00104,BU00003,RG00003,PM00060,Fixed Fee,2023-05-02,2024-02-02,,226143.0,Active
PR01017,Orchestrate Frictionless Functionalities,CL00161,BU00002,RG00004,PM00043,T&M,2025-09-08,2025-12-08,57.0,,Active
PR01018,Deploy Wireless Partnerships,CL00193,BU00005,RG00006,PM00079,T&M,2024-06-08,2025-03-08,115.0,,Completed
PR01019,Leverage Cross-Platform E-Services,CL00202,BU00002,RG00005,PM00043,Fixed Fee,2023-05-03,2023-08-03,,142742.0,Active
PR01020,Harness Distributed Niches,CL00243,BU00006,RG00001,PM00015,T&M,2024-05-01,2024-08-01,96.0,,Active
PR01021,Visualize Impactful Niches,CL00011,BU00006,RG00003,PM00023,Fixed Fee,2025-07-29,2025-12-31,,316762.0,Active
PR01022,Revolutionize Bricks-And-Clicks Applications,CL00144,BU00004,RG00002,PM00043,T&M,2024-11-22,2025-01-22,140.0,,Active
PR01023,Grow Transparent Communities,CL00123,BU00004,RG00006,PM00029,T&M,2025-03-20,2025-09-20,112.0,,Completed
PR01024,Iterate Vertical Channels,CL00129,BU00007,RG00003,PM00007,T&M,2023-10-13,2024-10-13,96.0,,Active
PR01025,Repurpose Dot-Com Infrastructures,CL00125,BU00002,RG00004,PM00069,Fixed Fee,2023-12-31,2024-09-30,,148475.0,Active
PR01026,Leverage Impactful Platforms,CL00075,BU00008,RG00005,PM00048,Fixed Fee,2023-11-24,2024-11-24,,116997.0,Completed
PR01027,Optimize Collaborative Schemas,CL00208,BU00002,RG00002,PM00059,T&M,2023-05-29,2023-06-29,117.0,,Active
PR01028,Utilize Impactful Deliverables,CL00046,BU00005,RG00001,PM00014,T&M,2023-03-25,2023-12-25,94.0,,Active
PR01029,Transform Back-End E-Business,CL00038,BU00008,RG00002,PM00027,T&M,2023-05-10,2023-11-10,92.0,,Active
PR01030,Evolve Integrated Content,CL00076,BU00007,RG00006,PM00070,Retainer,2023-08-30,2024-02-29,86.0,,Active
PR01031,Incentivize Front-End Systems,CL00108,BU00008,RG00006,PM00003,T&M,2023-12-23,2024-03-23,108.0,,Active
PR01032,Enable End-To-End Deliverables,CL00224,BU00004,RG00005,PM00043,T&M,2025-08-31,2025-12-31,94.0,,Active
PR01033,Utilize Robust Web Services,CL00166,BU00006,RG00004,PM00076,Fixed Fee,2023-09-23,2024-03-23,,39849.0,Active
PR01034,Cultivate World-Class Info-Mediaries,CL00141,BU00008,RG00004,PM00039,Fixed Fee,2024-07-08,2025-12-31,,458250.0,Completed
PR01035,Cultivate Real-Time Schemas,CL00079,BU00003,RG00003,PM00030,T&M,2024-12-26,2025-12-26,95.0,,On Hold
